identifiant,titre,description,lien,état,prix,disponibilité,lien image,gtin,référence fabricant,marque
554,"Pierre ""coeur"" de Jade - GuaSha visage","Pierre de Jade commun (aventurine verte ou rose) pour le massage du visage. ,
,Le Jade demeures frais au contact de la peau et amène une relaxation profonde.,
",https://massageboutik.com/fr/pierres-de-massage/554-pierre-coeur-de-jade-guasha-visage.html,new,CAD$9.99,In Stock,https://massageboutik.com/2535-large_default/pierre-coeur-de-jade-guasha-visage.jpg,,COEUR-JADE,
499,Recharge et activateur Mélange Doux - Caisse,Recharge et activateur pour faire chauffer le coquillage et la pierre de massage.,https://massageboutik.com/fr/coquillages-de-massage/499-recharge-et-activateur-melange-doux-caisse.html,new,CAD$119.99,In Stock,https://massageboutik.com/2543-large_default/recharge-et-activateur-melange-doux-caisse.jpg,,PSM-LC-HU36,"
						LavaShell
					"
477,Huile Composition G - Aliksir,"Huile à massage pour les zones douloureuses,
,
,En application locale:, appliquer pure directement sur la peau.,
,Pour un massage général:, il est conseillé de diluer la préparation",https://massageboutik.com/fr/complexe-dhuiles-essentielles/477-huile-composition-g-aliksir.html,new,CAD$35.56,In Stock,https://massageboutik.com/4463-large_default/huile-composition-g-aliksir.jpg,,PBE HM CG XX,"
						Aliksir
					"
422,Balle de massage - Acu-Reflex,"Balle de massage idéale pour l'anti-gymnastique, la réflexologie et l'auto-massage des points gachettes (triggers)",https://massageboutik.com/fr/accessoires-therapeutiques-pour-massage/422-balle-de-massage-acu-reflex.html,new,CAD$3.75,In Stock,https://massageboutik.com/3880-large_default/balle-de-massage-acu-reflex.jpg,,70937XX,
239,Complexe Diffuseur Sérénade,"Nouvelle formule… tout simplement irrésistible.,À porter en parfum personnel dans votre diffuseur médaillon, ou boucles d’oreilles !!, ",https://massageboutik.com/fr/ambiance/239-complexe-diffuseur-serenade.html,new,CAD$43.38,In Stock,https://massageboutik.com/581-large_default/complexe-diffuseur-serenade.jpg,,CD-SER-XX,"
						Aliksir
					"
160,"Lotion de massage pour le visage ""Herbal Select"" de Biotone","Utiliser pour le visage, les yeux et le cou. Cette lotion apaisante contient les meilleurs ingrédients que vous trouverez dans les lotions de massage.",https://massageboutik.com/fr/produits-de-massage/160-lotion-de-massage-pour-le-visage-herbal-select.html,new,CAD$31.99,In Stock,https://massageboutik.com/434-large_default/lotion-de-massage-pour-le-visage-herbal-select.jpg,,HSFAXXX,"
						Biotone
					"
1007,Housses jetables pour table de massage,"Housse de table de massage jetables et ajustés,
,Évitez de faire de la lessive inutilement! ,
,Facile à utiliser, chaque housse jetable est muni d'une bande élastique qui maintient cette dernière solidement en place.",https://massageboutik.com/fr/magasiner-tout-produits-massage-boutik/1007-housses-jetables-pour-table-de-massage.html,new,CAD$15.99,In Stock,https://massageboutik.com/4430-large_default/housses-jetables-pour-table-de-massage.jpg,,MT-CWC1,
930,Argile verte - Micronisée,"L’argile verte est naturellement efficace et préparée par la nature pour votre plus grand plaisir.,
,Il s'agit d'un bio-minéral, naturellement concentré en divers sels minéraux assimilables. Silice, aluminium, magnésium, calcium, fer, phosphore, sodium, potassium, cuivre, zinc, sélénium, cobalt, manganèse",https://massageboutik.com/fr/magasiner-tout-produits-massage-boutik/930-argile-verte-micronisee.html,new,CAD$55.00,In Stock,https://massageboutik.com/3866-large_default/argile-verte-micronisee.jpg,,,"
						ORE
					"
1014,Bouteille à compte-gouttes verre - 60 ml,Acheter Bouteille à compte-gouttes verre - 60 ml de Massage Boutik,https://massageboutik.com/fr/magasiner-tout-produits-massage-boutik/1014-bouteille-a-compte-gouttes-en-verre.html,new,CAD$2.99,In Stock,https://massageboutik.com/4513-large_default/bouteille-a-compte-gouttes-en-verre.jpg,,13182010,
925,Boue  de la Mer Morte,"La Boue Noire base de minéraux de la Mer Morte 100 % naturelle, est le traitement le plus unique depuis l'Antiquité.,
,La boue de la mer morte est utilisé comme soin de beauté et de santé. Extrêmement riche en minéraux, elle procure un équilibre complet de la peau.,
,*IMPORTANT*,
,Seulement le format de 2.5 kg / 5.5 est en promotion, et ce, jusqu'au 30 juin (inclusivement).,
",https://massageboutik.com/fr/magasiner-tout-produits-massage-boutik/925-boue-noire-de-la-mer-morte.html,new,CAD$19.00,In Stock,https://massageboutik.com/3863-large_default/boue-noire-de-la-mer-morte.jpg,,,"
						ORE
					"
181,Gel de massage soyeux,"Gel de Massage Soyeux,
,Texture ultra légère avec une glisse de longue durée. ,
,Le gel de massage Soyeux de BioOrigin est cliniquement testé ,hypoallergénique,.,
,Recommandé pour les massages, : ,Suédois, californien, Lomi Lomi et bambou,
",https://massageboutik.com/fr/produits-de-massage/181-gel-de-massage-soyeux.html,new,CAD$19.95,In Stock,https://massageboutik.com/464-large_default/gel-de-massage-soyeux.jpg,,10-616 / 10-618 / 10-637,"
						BioOrigin
					"
915,Yoga Tune Up® - Livre ''The Roll Model Method'',Le DVD complet pour vous aider dans l'utilisation optimale de toute votre série de balles et accessoires Yoga Tune Up,https://massageboutik.com/fr/magasiner-tout-produits-massage-boutik/915-balle-pourtune-up-yoga-coregeous-ball.html,new,CAD$44.99,In Stock,https://massageboutik.com/3797-large_default/balle-pourtune-up-yoga-coregeous-ball.jpg,,YB-BOOK,"
						Yoga Tune Up
					"
866,Lampe en critaux de sel Himalayen,"Merveilleux cadeau de la nature!,
,Elles dégagent une magnifique lueur vibrante et apaisante qui transforme toute pièce en une oasis de repos en procurant une atmosphère apaisante qui contribue à créer un sentiment de paix et de détente.",https://massageboutik.com/fr/ambiance/866-lampe-en-critaux-de-sel-himalayen3.html,new,CAD$24.99,In Stock,https://massageboutik.com/3540-large_default/lampe-en-critaux-de-sel-himalayen3.jpg,,L-0151,
850,Chausson garde-chaleur,Gardez vos clients au chaud avec ces chaussons de polar tout doux et moelleux. ,https://massageboutik.com/fr/vetements-d-interieur/850-chausson-garde-chaleur.html,new,CAD$9.99,In Stock,https://massageboutik.com/3476-large_default/chausson-garde-chaleur.jpg,,AH300BGC-ASS,"
						Allez Housses
					"
816,Gel désinfectant & antibactérien pour les mains - 72% D'alcool,"Le gel antibactérien BioKleanz est fait de 72% d'alcool éthanol. Il laissera vos mains propres et douces sans effet collant.,
",https://massageboutik.com/fr/magasiner-tout-produits-massage-boutik/816-gel-desinfectant-antibacterien-pour-les-mains-4-litres.html,new,CAD$10.00,In Stock,https://massageboutik.com/4064-large_default/gel-desinfectant-antibacterien-pour-les-mains-4-litres.jpg,,BC-500,
798,Ensemble découverte - MASSOLEUM,Acheter Ensemble découverte - MASSOLEUM de Massage Boutik,https://massageboutik.com/fr/produits-de-massage/798-huile-de-massage-massoleum.html,new,CAD$48.00,In Stock,https://massageboutik.com/3207-large_default/huile-de-massage-massoleum.jpg,,,"
						MASSOLÉUM
					"
719,Beurre de coco non aromatisé - Organique,"Huile beurre de coco sans arôme, non hydrogéné et organique",https://massageboutik.com/fr/produits-de-massage/719-beurre-de-coco-non-aromatise-organique.html,new,CAD$10.95,In Stock,https://massageboutik.com/3003-large_default/beurre-de-coco-non-aromatise-organique.jpg,,,"
						DeMonceaux
					"
701,Exfoliant Gel Sans Rinçage Zen Relaxant,Ce gommage affine le grain de la peau pour qu’elle soit fraîche et nette.,https://massageboutik.com/fr/home/701-exfoliant-gel-sans-rincage-zen-relaxant.html,new,CAD$9.99,In Stock,https://massageboutik.com/2977-large_default/exfoliant-gel-sans-rincage-zen-relaxant.jpg,,ASA-043X,
269,Huile essentielle Aliksir Pamplemousse Zeste,"- Apéritive,- Drainante du foie et des reins, détoxifiante,- Astringente, diurétique et dépurative,- S'oppose à la chute des cheveux,- Action positive sur les peaux congestionnées et grasses,- Antiseptique aérienne,- Tonique nerveux,- Stimulant digestif",https://massageboutik.com/fr/ambiance/269-huile-essentielle-aliksir-pamplemousse-zeste.html,new,CAD$24.95,In Stock,https://massageboutik.com/631-large_default/huile-essentielle-aliksir-pamplemousse-zeste.jpg,, ,"
						Aliksir
					"
689,Huile végétale vierge Amande douce (Prunus dulcis),"Huile végétale vierge Amande douce (Prunus dulcis),
,On utilise l'huile d'amande douce en massage, car elle calme les démangeaisons externes, les crevasses et prurits.,
,Assouplissante, émolliente et fortifiante, elle active la guérison des dermatoses, des brûlures superficielles et des inflammations.",https://massageboutik.com/fr/huiles-de-massage/689-huile-d-amande-douce-bio.html,new,CAD$18.75,In Stock,https://massageboutik.com/4472-large_default/huile-d-amande-douce-bio.jpg,,,"
						Aliksir
					"
657,Ensemble de draps 3 mcx Tricot de Coton Gris,"Ensemble de 3 morceaux en tricot 100% Coton doux et extensible.,
,Fièrement fabriqué avec du tissus Québécois dans nos locaux du Québec!",https://massageboutik.com/fr/literie-de-massage/657-ensemble-3-morceaux-tricot-de-coton-gris.html,new,CAD$54.99,In Stock,https://massageboutik.com/2876-large_default/ensemble-3-morceaux-tricot-de-coton-gris.jpg,,,"
						Allez Housses
					"
616,Encens en bâtons Bois de Santal - 20 bâtons,Boite de 20 bâtons d'encens fragrance Bois de santal.,https://massageboutik.com/fr/encens/616-encens-en-batons-bois-de-santal-20-batons.html,new,CAD$3.00,In Stock,https://massageboutik.com/2756-large_default/encens-en-batons-bois-de-santal-20-batons.jpg,,ENCENS-SAC-19,
640,Bouteille avec bouchon Flip-top,Bouteille vide de 125ml ou 250ml avec un couvercle de type flip-top (petit bec verseur) qui ferme la bouteille ou laisse couler l'huile.,https://massageboutik.com/fr/divers/640-bouteille-avec-bouchon-flip-top.html,new,CAD$2.50,In Stock,https://massageboutik.com/2811-large_default/bouteille-avec-bouchon-flip-top.jpg,,BOUT-FLIP-XXX,
553,"Pierre ""poisson"" de Jade - GuaSha visage","Pierre de Jade pour le massage du visage. ,
,Le Jade demeures frais au contact de la peau et amène une relaxation profonde.",https://massageboutik.com/fr/pierres-de-massage/553-pierre-poisson-de-jade-guasha-visage.html,new,CAD$19.99,In Stock,https://massageboutik.com/2534-large_default/pierre-poisson-de-jade-guasha-visage.jpg,,PJ-001,
414,Crème VapMagik - 250ml,Crème de massage thérapeutique avec arnica et huiles essentielles.,https://massageboutik.com/fr/produits-de-massage/414-creme-vapmagik-250ml.html,new,CAD$24.99,In Stock,https://massageboutik.com/1023-large_default/creme-vapmagik-250ml.jpg,,VapMagik-250,
268,Huile Essentielle Citron Zeste (Citrus limonum),"Huile Essentielle Citron Zeste (Citrus limonum),
,On l'utilise pour soigner les piqûres d'insectes ainsi que pour traiter la peau et les cheveux gras.,
,Il s’agit d’un très bon antiseptique buccal, notamment dans la prévention de la gingivite.",https://massageboutik.com/fr/ambiance/268-huile-essentielle-aliksir-canelle-cassia.html,new,CAD$10.62,In Stock,https://massageboutik.com/4619-large_default/huile-essentielle-aliksir-canelle-cassia.jpg,, ,"
						Aliksir
					"
244,Les Huiles Végétales C. & L. Clergeaud,Acheter Les Huiles Végétales C. & L. Clergeaud de Massage Boutik,https://massageboutik.com/fr/livres-chartes-et-reflexologie/244-les-huiles-vegetales-c-l-clergeaud.html,new,CAD$32.36,In Stock,https://massageboutik.com/589-large_default/les-huiles-vegetales-c-l-clergeaud.jpg,,DOC LC,"
						Aliksir
					"
238,Complexe Diffuseur Propreté,"Agréable et puissant pour purifier en profondeur l'air amdiant. Associé aux noix de lavage, il se fusionne à l'eau pour purifier en profondeur, et parfumer naturellement.",https://massageboutik.com/fr/ambiance/238-complexe-diffuseur-proprete.html,new,CAD$15.79,In Stock,https://massageboutik.com/580-large_default/complexe-diffuseur-proprete.jpg,,,"
						Aliksir
					"
161,"Lotion de massage pour les pieds ""Herbal Select""","This cooling, energizing, skin-softening formula is a treat for tired, sore feet. This all-in-one foot therapy lotion soothes even the most overworked feet. ",https://massageboutik.com/fr/produits-de-massage/161-lotion-de-massage-pour-les-pieds-herbal-select.html,new,CAD$32.99,In Stock,https://massageboutik.com/436-large_default/lotion-de-massage-pour-les-pieds-herbal-select.jpg,,HSFOXXX,"
						Biotone
					"
914,Yoga Tune Up® - Treat while you train DVD,Le DVD complet pour vous aider dans l'utilisation optimale de toute votre série de balles et accessoires Yoga Tune Up,https://massageboutik.com/fr/magasiner-tout-produits-massage-boutik/914-balle-pourtune-up-yoga-coregeous-ball.html,new,CAD$44.99,In Stock,https://massageboutik.com/3791-large_default/balle-pourtune-up-yoga-coregeous-ball.jpg,,YB-TTVIDEO,"
						Yoga Tune Up
					"
1005,"Draps jetables résistant à l'huile, lotion & gel, pour table de massage","Draps jetables résistant à l'huile pour table de massage,
,Draps pour table de massage, jetables et de qualité supérieure résistant aux lotions, huiles et gels.",https://massageboutik.com/fr/magasiner-tout-produits-massage-boutik/1005-draps-jetables-resistant-a-l-huile-lotion-gel-pour-table-de-massage.html,new,CAD$34.99,In Stock,https://massageboutik.com/4421-large_default/draps-jetables-resistant-a-l-huile-lotion-gel-pour-table-de-massage.jpg,,CBW-14-99,
751,Sels minéraux de la Mer Morte - Cristaux fins,"La boue, les sels et l’eau de la Mer Morte contiennent tous un mélange unique de minéraux et d’oligo-éléments qui en font le ,plus grand spa naturel du monde., La mer Morte offre des concentrations beaucoup plus fortes en magnésium, potassium, calcium, brome et sodium qui sont essentiels à la peau.",https://massageboutik.com/fr/exfoliants/751-sels-mineraux-de-la-mer-morte-cristaux-fins.html,new,CAD$18.00,In Stock,https://massageboutik.com/3072-large_default/sels-mineraux-de-la-mer-morte-cristaux-fins.jpg,,965XXX,"
						ORE
					"
775,MassOgel N°1 - MASSOLEUM,Acheter MassOgel N°1 - MASSOLEUM de Massage Boutik,https://massageboutik.com/fr/produits-de-massage/775-massoleum-massogel-n1.html,new,CAD$13.99,In Stock,https://massageboutik.com/3165-large_default/massoleum-massogel-n1.jpg,,,"
						MASSOLÉUM
					"
815,Désinfectant & Nettoyant multi-surface - Bisan+,"
,Le désinfectant à base d’alcool tue 99,9 % des germes sans eau. Cette formule instantanée, sans rinçage, est efficace et non collante.,
,BISAN PLUS est un assainisseur spécialisé sans rinçage.,
,L'alcool s'évapore rapidement en laissant une pellicule assainissante d'ammonium quaternaire.,
,
,
",https://massageboutik.com/fr/magasiner-tout-produits-massage-boutik/815-desinfectant-nettoyant-multi-surface-bisan.html,new,CAD$19.99,In Stock,https://massageboutik.com/3295-large_default/desinfectant-nettoyant-multi-surface-bisan.jpg,,,
416,Masseur de pied double deluxe,Rouleau de bois double pour le massage des pieds.,https://massageboutik.com/fr/accessoires-therapeutiques-pour-massage/416-masseur-de-pied-double-deluxe.html,new,CAD$19.99,In Stock,https://massageboutik.com/1026-large_default/masseur-de-pied-double-deluxe.jpg,,L315A,
808,Taies oreiller 8x16 - Paire,"Taies (2) de tricot de coton doux et extensible pour votre oreiller.,
,
,Dimension : 8x16 pouces",https://massageboutik.com/fr/literie-de-massage/808-taies-oreiller-8x14-paire.html,new,CAD$16.99,In Stock,https://massageboutik.com/3245-large_default/taies-oreiller-8x14-paire.jpg,,AH777OT16-TCX,"
						Allez Housses
					"
750,Gel de Café - Enveloppement sans rinçage,Les graines de café arabica torréfiées sont micronisées afin que leurs ingrédients actifs soient facilement assimilables pendant le soin. Ce gel de café aux senteurs délicieuses est élaboré pour des soins de Spa amincissants ou stimulants.,https://massageboutik.com/fr/soins-de-corps/750-gel-de-cafe-enveloppement-sans-rincage.html,new,CAD$59.00,In Stock,https://massageboutik.com/3069-large_default/gel-de-cafe-enveloppement-sans-rincage.jpg,, ,"
						ORE
					"
703,Huile Sèche Hydratante Lavande & Camomile,"Huile sèche hydratante - Lavande & Camomille,
,Cette huile extrêmement douce ne laisse pas de film gras. Elle aide à recréer le film lipidique de la peau, ainsi qu'à régénérer et préserver son hydratation.,
,
,Uniquement des huiles végétales pures et précieuses associées à des huiles essentielles pour des résultats efficaces ou à titre préventif.,
",https://massageboutik.com/fr/soins-de-corps/703-huile-seche-hydratante-lavande-camomile-80ml.html,new,CAD$16.99,In Stock,https://massageboutik.com/4264-large_default/huile-seche-hydratante-lavande-camomile-80ml.jpg,,ASA-0813,"
						Aurélie Savonnerie artisanale
					"
749,Gel d'enveloppement sans rinçage - Algues & Raisin,"Cet enveloppement permet un soin complet associant Algues marines pour un effet amincissant et Raisins Rouges pour un effet anti-radicalaire.,
,
,Raisins Rouges pour un effet anti-radicalaire.,
,Sa texture Gel permet une ,utilisation facile sans douche.,
",https://massageboutik.com/fr/soins-de-corps/749-gel-d-enveloppement-sans-rincage-algues-raisin.html,new,CAD$56.00,In Stock,https://massageboutik.com/3066-large_default/gel-d-enveloppement-sans-rincage-algues-raisin.jpg,,  ,"
						ORE
					"
702,Exfoliant Gel Sans Rinçage Fleur de Tahiti,Ce gommage affine le grain de la peau pour qu’elle soit fraîche et nette.,https://massageboutik.com/fr/soins-de-corps/702-exfoliant-gel-sans-rincage-fleur-de-tahiti.html,new,CAD$9.99,In Stock,https://massageboutik.com/2978-large_default/exfoliant-gel-sans-rincage-fleur-de-tahiti.jpg,,ASA-053X,
693,Beurre de Massage ''Smoothing'' de Biotone,"Le beurre de massage lissant n'est pas pompable.,
,
,Absorption avec maniabilité,
,Apaiser, tonifier et adoucir,
,Protégez la peau et retenez l'humidité",https://massageboutik.com/fr/produits-de-massage/693-beurre-de-massage.html,new,CAD$135.99,In Stock,https://massageboutik.com/2969-large_default/beurre-de-massage.jpg,,BSSMB,"
						Biotone
					"
653,Ensemble 3 morceaux Flanelle,"Ensemble 3 morceaux 100% Coton flanelle.,
,Fièrement fabriqué au Québec par Allez Housses!",https://massageboutik.com/fr/literie-de-massage/653-ensemble-3-morceaux-flanelle.html,new,CAD$44.99,In Stock,https://massageboutik.com/2856-large_default/ensemble-3-morceaux-flanelle.jpg,,,"
						Allez Housses
					"
615,Encens en bâtons Yoga Séries- Méditation - 20 bâtons,Boite de 20 bâtons d'encens fragrance de la série Yoga - Méditation.,https://massageboutik.com/fr/encens/615-encens-en-batons-yoga-series-meditation-20-batons.html,new,CAD$3.00,In Stock,https://massageboutik.com/2755-large_default/encens-en-batons-yoga-series-meditation-20-batons.jpg,,ENCENS-4,
440,Huile de coco fractionnée 100% pure,"Huile de coco fractionnée 100% pure et sans OGM. Parfaite pour le massage et le mélange avec les huiles essentielles.,
,L'huile de coco fractionnée (triglycéride) est une huile inodore, non grasse et ne tache pas.",https://massageboutik.com/fr/huiles-de-massage/440-huile-de-coco-fractionnee-100-pure.html,new,CAD$3.99,In Stock,https://massageboutik.com/2456-large_default/huile-de-coco-fractionnee-100-pure.jpg,,HCF-XX,
415,Rouleau de massage à pics,Rouleau de massage à pics idéal pour les pieds ou l'auto-massage.,https://massageboutik.com/fr/accessoires-therapeutiques-pour-massage/415-rouleau-de-massage-a-pics.html,new,CAD$7.99,In Stock,https://massageboutik.com/1024-large_default/rouleau-de-massage-a-pics.jpg,,L3683,
439,Bouteille à pompe,"Bouteille vide givrée avec pompe avec un fermoir sans perte de liquide.,
,Offerte en 125 ml et 250 ml.",https://massageboutik.com/fr/divers/439-bouteille-a-pompe.html,new,CAD$1.99,In Stock,https://massageboutik.com/3524-large_default/bouteille-a-pompe.jpg,,BOUT-XXX-POMPE,
413,Vap Magik - 150ml,"Grâce au savant mélange de l'arnica montana et des huiles essentielles, vous obtenez un soulagement rapide et efficace de vos douleurs musculaires et articulaires.",https://massageboutik.com/fr/produits-de-massage/413-vap-magik-150ml.html,new,CAD$24.99,In Stock,https://massageboutik.com/4323-large_default/vap-magik-150ml.jpg,,VAPMAGIK-150,
386,Protège têtière plat (6) - Tricot de coton,Protège appui-tête en tissus sans couture pour protéger votre appui-tête élastique.,https://massageboutik.com/fr/literie-de-massage/386-protege-tetiere-plat-6-tricot-de-coton.html,new,CAD$11.99,In Stock,https://massageboutik.com/975-large_default/protege-tetiere-plat-6-tricot-de-coton.jpg,,AH700U-TCX,"
						Allez Housses
					"
267,Huile essentielle Aliksir Canelle Cassia,"Anti-infectieuse, antibactérienne à très large spectre d’action et à action puissante (98 % des bactéries pathogènes, coques gr+, bacilles gr-), antivirale, antifongique, antiparasitaire, anti-fermentaire, antiseptique+++, tonique et stimulante sexuelle et aphrodisiaque, emménagogue (renforce les contractions utérines)++, hyperémiante+++, anesthésiante+, anticoagulante et fluidifiante++.",https://massageboutik.com/fr/ambiance/267-huile-essentielle-aliksir-canelle-cassia.html,new,CAD$16.71,In Stock,https://massageboutik.com/629-large_default/huile-essentielle-aliksir-canelle-cassia.jpg,,HE CICAS BIO  XX,"
						Aliksir
					"
237,Complexe Diffuseur Pax,"Apaisant et relaxant, Pax nous parle d'amour et contribue à apporter la sérénité à nos foyers et à nos coeurs., ",https://massageboutik.com/fr/ambiance/237-complexe-diffuseur-pax.html,new,CAD$18.89,In Stock,https://massageboutik.com/579-large_default/complexe-diffuseur-pax.jpg,, ,"
						Aliksir
					"
913,Yoga Tune Up® - Coregeous DVD,Le DVD original pour vous aider dans l'utilisation optimale de votre ballon Coregeous de Yoga Tune Up. ,https://massageboutik.com/fr/magasiner-tout-produits-massage-boutik/913-balle-pourtune-up-yoga-coregeous-ball.html,new,CAD$26.99,In Stock,https://massageboutik.com/3784-large_default/balle-pourtune-up-yoga-coregeous-ball.jpg,,YB-CDVD,"
						Yoga Tune Up
					"
355,Oreiller Ergonomique de Viscoélastique,"Oreiller Ergonomique de Viscoélastique,
,Oreiller fait de mousse viscoélastique (mousse mémoire) en forme de vague qui épouse parfaitement le cou de vos clients.",https://massageboutik.com/fr/accessoires-confort-pour-massage/355-oreiller-ergonomique-de-viscoelastique.html,new,CAD$36.99,In Stock,https://massageboutik.com/3152-large_default/oreiller-ergonomique-de-viscoelastique.jpg,,AH00OV-VE,"
						Allez Housses
					"
865,Lampe - Veilleuse en cristal de sel de l'Himalaya,"Veilleuse de sel Chahna Hymalayen.,
,Profitez d'une belle luminosité ambiante dans n'importe quelle pièce.",https://massageboutik.com/fr/ambiance/865-veilleuse-en-cristal-de-sel-de-l-himalaya.html,new,CAD$24.99,In Stock,https://massageboutik.com/3534-large_default/veilleuse-en-cristal-de-sel-de-l-himalaya.jpg,,504056,
809,Gel Nettoyant & Purifiant Mains Pures - 70% alcool,"Gel désinfectant, purifiant et nettoyant sans rinçage pour les mains avec 70% alcool isopropylique, aloès pure et huile essentielle de pamplemousse.,
, FABRIQUÉ AU QUÉBEC, ",https://massageboutik.com/fr/nettoyants-desinfectants/809-gel-nettoyant-purifiant-mains-pures-70-alcool.html,new,CAD$19.95,In Stock,https://massageboutik.com/3246-large_default/gel-nettoyant-purifiant-mains-pures-70-alcool.jpg,,,"
						BioOrigin
					"
829,Taie 6x24 en vinyle imperméable,Taie pour traversin 6x24 pouces en tissu imperméable.,https://massageboutik.com/fr/magasiner-tout-produits-massage-boutik/829-taie-6x24-en-tissu-impermeable.html,new,CAD$19.99,In Stock,https://massageboutik.com/3359-large_default/taie-6x24-en-tissu-impermeable.jpg,,AH777S624-IMP ,"
						Allez Housses
					"
699,Gel de massage Grenade & Agrume,"
,Facilement absorbé par la peau, ce gel à l'odeur typique de Grenade & Agrume nourrit, revitalise et hydrate la peau. ,
,
,Sans Parabènes - Sans silicone - Sans phénoxyethanol - Sans huile minérale,
,
",https://massageboutik.com/fr/produits-de-massage/699-gel-de-massage-grenade-agrume.html,new,CAD$14.99,In Stock,https://massageboutik.com/2975-large_default/gel-de-massage-grenade-agrume.jpg,,,
695,Table Confort Aluminium,Acheter Table Confort Aluminium de Massage Boutik,https://massageboutik.com/fr/table-de-massage/695-table-confort-aluminium.html,new,CAD$595.00,In Stock,https://massageboutik.com/2971-large_default/table-confort-aluminium.jpg,,,
613,Encens en bâtons Yoga Séries- BLISS - 20 bâtons,Boite de 20 bâtons d'encens fragrance de la série Yoga - Bliss.,https://massageboutik.com/fr/encens/613-encens-en-batons-yoga-series-bliss-20-batons.html,new,CAD$3.00,In Stock,https://massageboutik.com/2752-large_default/encens-en-batons-yoga-series-bliss-20-batons.jpg,,ENCENS-9,
483,Masque microdermabrasion visage - 400gr,"Le masque Instant® Microdermabrasion est une poudre contenant une phase huileuse (huiles végétales) se mélangeant instantanément dans l’eau pour former une mousse crémeuse & micro-abrasive.,
,Les particules naturelles de bambou sont extrêmement fines et permettent un procédé de microdermabrasion très doux, éliminant efficacement les cellules mortes. La peau est fraiche, souple et nette.",https://massageboutik.com/fr/soins-de-corps/483-masque-microdermabrasion-visage-400gr.html,new,CAD$55.00,In Stock,https://massageboutik.com/2432-large_default/masque-microdermabrasion-visage-400gr.jpg,,097XXX,"
						ORE
					"
481,Masque peel-off BioEmpreinte Cacao,"Ce précieux soin pour le visage est un masque relaxant.,
,Il permet un nettoyage en douceur pour révéler la beauté et l’éclat de la peau.,
,La fève de cacao favorise l’hydratation, laissant la peau lisse et éclatante.,
",https://massageboutik.com/fr/soins-de-corps/481-masque-peel-off-bioempreinte-cacao.html,new,CAD$5.50,In Stock,https://massageboutik.com/2429-large_default/masque-peel-off-bioempreinte-cacao.jpg,,,"
						ORE
					"
569,Sac de transport pour table de massage,"Sac de transport pour table de massage jusqu'à 30 pouces de largeur.,
,Fait de nylon solide et durable!",https://massageboutik.com/fr/accessoires-de-table-de-massage/569-sac-de-transport-pour-table-de-massage.html,new,CAD$64.99,In Stock,https://massageboutik.com/2610-large_default/sac-de-transport-pour-table-de-massage.jpg,,SAC-TR-30,
351,Pierre auto-chauffante noire,Pierre de massage faite de coquilles naturelles broyés et de poudre de porcelaine.,https://massageboutik.com/fr/coquillages-de-massage/351-pierre-auto-chauffante-noire.html,new,CAD$39.99,In Stock,https://massageboutik.com/871-large_default/pierre-auto-chauffante-noire.jpg,,STONE-BK,"
						LavaShell
					"
482,Masque Peel-Off aux minéraux de la Mer Morte,"Masque peel-off aux Minéraux de la Mer Morte,
,Ce masque modelant peel-off contient des boues et des sels de la Mer Morte, de l'Alginate, des agents rafraichissants, des huiles essentielles d’Arbre à Thé et de Citron.,
,Il s’utilise en cabine pour son action désincrustante et purifiante qui redonne éclat au teint.,
",https://massageboutik.com/fr/soins-de-corps/482-masque-peel-off-aux-mineraux-de-la-mer-morte.html,new,CAD$5.50,In Stock,https://massageboutik.com/2430-large_default/masque-peel-off-aux-mineraux-de-la-mer-morte.jpg,, ,"
						ORE
					"
437,Bouteille avec bouchon Disc-top,Bouteille vide de 125ml ou 250ml avec un couvercle de type disc-top qui ferme la bouteille ou laisse couler l'huile.,https://massageboutik.com/fr/divers/437-bouteille-avec-bouchon-disc-top.html,new,CAD$2.99,In Stock,https://massageboutik.com/2808-large_default/bouteille-avec-bouchon-disc-top.jpg,,,
385,Housse têtière jetable élastique,Boite de protège têtière jetable avec élastique.,https://massageboutik.com/fr/literie-de-massage/385-housse-tetiere-jetable-elastique-.html,new,CAD$19.99,In Stock,https://massageboutik.com/938-large_default/housse-tetiere-jetable-elastique-.jpg,,MB-CWZ2-50,
350,Coquillage de porcelaine bleu,Coquillage fait de coquilles naturelles broyés et de poudre de porcelaine.,https://massageboutik.com/fr/coquillages-de-massage/350-coquillage-de-porcelaine-bleu.html,new,CAD$39.99,In Stock,https://massageboutik.com/869-large_default/coquillage-de-porcelaine-bleu.jpg,,PSM-LS-BS,"
						LavaShell
					"
266,Huile essentielle Aliksir Bois de Hô," Anti-infectieuse, antibactérienne, antifongique, anti virale et antiparasitaire, tonique stimulante, régénérateur tissulaire, aphrodisiaque",https://massageboutik.com/fr/ambiance/266-huile-essentielle-aliksir-bois-de-ho.html,new,CAD$20.13,In Stock,https://massageboutik.com/628-large_default/huile-essentielle-aliksir-bois-de-ho.jpg,,HE CICAM LINALOL  XX,"
						Aliksir
					"
676,Taies oreiller 8x14 - Paire,"Taies (2) de tricot de coton doux et extensible pour votre oreiller.,
,
,Dimension : 8x14 pouces",https://massageboutik.com/fr/literie-de-massage/676-taies-oreiller-8x14-paire.html,new,CAD$14.99,In Stock,https://massageboutik.com/3157-large_default/taies-oreiller-8x14-paire.jpg,,AH777OT14-TCX,"
						Allez Housses
					"
