identifiant,titre,description,lien,état,prix,disponibilité,lien image,gtin,référence fabricant,marque
367,DVD de formation Massage aux bambous sur table,Dvd de formation pour le massage aux bambous sur la table.,https://massageboutik.com/fr/bambous-de-massage/367-dvd-de-formation-massage-aux-bambous-sur-table.html,new,CAD$34.99,In Stock,https://massageboutik.com/4119-large_default/dvd-de-formation-massage-aux-bambous-sur-table.jpg,,3001-D,"
						Bamboo Fusion
					"
180,Baume Ehrlich,Pourquoi vous contenter d'une copie... lorsque vous avez l'original? Formule européenne. Analgésique pour usage externe.,https://massageboutik.com/fr/produits-de-massage/180-baume-ehrlich.html,new,CAD$18.80,In Stock,https://massageboutik.com/4645-large_default/baume-ehrlich.jpg,,BEHRXXX,"
						Clinique Lafontaine
					"
174,Pompe à bouteille 1 gallon (128 oz),"Pompe à bouteille pour format 1 gallon (128 oz),
",https://massageboutik.com/fr/bouteilles-pompes-et-ceintures/174-pompe-a-bouteille-1-gallon-128-oz.html,new,CAD$7.99,In Stock,https://massageboutik.com/2986-large_default/pompe-a-bouteille-1-gallon-128-oz.jpg,,BSC-006,"
						Biotone
					"
178,"Exfoliant ""Sea Salt Glow""","Dull, dry skin is massaged away to reveal a fresh glow with this stimulating formula containing three different sizes of rich mineral and therapeutic Dead Sea Salts.",https://massageboutik.com/fr/soins-de-corps/178-exfoliant-sea-salt-glow.html,new,CAD$165.99,In Stock,https://massageboutik.com/458-large_default/exfoliant-sea-salt-glow.jpg,,BSESSGXXX,"
						Biotone
					"
164,Huile Revitalisante,Huile de massage revitalisante sans odeur est recommandé pour les débutants et les massothérapeutes plus avancés.,https://massageboutik.com/fr/produits-de-massage/164-huile-revitalisante.html,new,CAD$61.99,In Stock,https://massageboutik.com/445-large_default/huile-revitalisante.jpg,,ROUXXX,"
						Biotone
					"
113,Crème Lavandine,Une belle douceur florale de la Provence pour une peau douce et fraîche!,https://massageboutik.com/fr/produits-de-massage/113-creme-lavandine.html,new,CAD$16.99,In Stock,https://massageboutik.com/303-large_default/creme-lavandine.jpg,,CREXXXLAV,"
						Les Soins Corporels l'Herbier
					"
1003,Dossiers Clients,Acheter Dossiers Clients de Massage Boutik,https://massageboutik.com/fr/magasiner-tout-produits-massage-boutik/1003-dossiers-clients.html,new,CAD$5.00,In Stock,https://massageboutik.com/4407-large_default/dossiers-clients.jpg,,DOSS,"
						Clinique Lafontaine
					"
1000,Duo savon & lotion hydratante - Elixir de pommes,Traitez vos mains aux petits soins avec ce duo de savon et de lotion fait à base de Cidre de Glace de pommes Québécois!,https://massageboutik.com/fr/magasiner-tout-produits-massage-boutik/1000-duo-savon-lotion-hydratante-elixir-de-pommes.html,new,CAD$20.00,In Stock,https://massageboutik.com/4391-large_default/duo-savon-lotion-hydratante-elixir-de-pommes.jpg,,VF-DUO,"
						BioExperience
					"
991,Coussin de Grossesse & Position Couchée - Earthlite,"Coussin de grossesse et de position couchée avec appui-tête,
,Construit en mousse d'uréthane sans CFC et en Natursoft™ ou en PVC de qualité médicale pour un confort et un soutien exceptionnels.,
,Idéal pour tous les professionnels de la santé, notamment : massothérapeutes, spas et médi-spas, chiropraticiens et kinésithérapeutes.",https://massageboutik.com/fr/magasiner-tout-produits-massage-boutik/991-coussin-de-grossesse-position-couchee-earthlite.html,new,CAD$499.99,In Stock,https://massageboutik.com/4305-large_default/coussin-de-grossesse-position-couchee-earthlite.jpg,,38102,"
						Earthlite
					"
976,Chaise de Massage Portative & Pliable,Acheter Chaise de Massage Portative & Pliable de Massage Boutik,https://massageboutik.com/fr/magasiner-tout-produits-massage-boutik/976-chaise-de-massage-portative-pliable.html,new,CAD$345.00,In Stock,https://massageboutik.com/4127-large_default/chaise-de-massage-portative-pliable.jpg,,,
902,Thermophore® MaxHeat - Coussin chauffant,"Le coussin chauffant ,Thermophore, offre une chaleur humide intense et un interrupteur préréglé, ce qui permet de poursuivre le traitement en gardant les mains libres.,
,Le nouveau commutateur de confort constant offre 3 niveaux de température, vous permettant de sélectionner la température que vous préférez. Couverture en molleton incluse.",https://massageboutik.com/fr/magasiner-tout-produits-massage-boutik/902-thermophore-coussin-chauffant-maxheat.html,new,CAD$139.99,In Stock,https://massageboutik.com/3870-large_default/thermophore-coussin-chauffant-maxheat.jpg,, RM-BC055,
878,Yoga Tune Up® - Coregeous Combo (DVD & Balle),Dans le duo vous obtenez la balle Coregeous® et le DVD pour l'utiliser de manière optimale.,https://massageboutik.com/fr/magasiner-tout-produits-massage-boutik/878-balle-pourtune-up-yoga-coregeous-ball.html,new,CAD$39.99,In Stock,https://massageboutik.com/3771-large_default/balle-pourtune-up-yoga-coregeous-ball.jpg,,YB-CC1,"
						Yoga Tune Up
					"
822,Visière de protection,"Visière de protection confortable, lavable & réutilisable.,
,Couvre très bien du front jusqu'au cou sans être lourde.,
,FABRIQUÉ AU QUÉBEC",https://massageboutik.com/fr/magasiner-tout-produits-massage-boutik/822-visiere-de-protection.html,new,CAD$2.00,In Stock,https://massageboutik.com/3327-large_default/visiere-de-protection.jpg,,Visière ,
334,Drap housse/contour - Tricot de coton,Drap contour (housse) épousant parfaitement votre table ou chaise de soins.,https://massageboutik.com/fr/literie-de-massage/334-drap-houssecontour-tricot-de-coton.html,new,CAD$25.99,In Stock,https://massageboutik.com/806-large_default/drap-houssecontour-tricot-de-coton.jpg,,AH600EXXXX-TCX,"
						Allez Housses
					"
818,Paire de taies en vinyle imperméable - Coussin épaules 6x9 pouces,"Gardez vos clients confortables et en sécurité avec ces taies faites de vinyle imperméable que vous pourrez laver avec votre nettoyant multi-surface ou une solution d'eau de javel et eau.,
",https://massageboutik.com/fr/magasiner-tout-produits-massage-boutik/818-paire-de-taies-en-vinyle-impermeable-traversin-6x12.html,new,CAD$14.99,In Stock,https://massageboutik.com/3300-large_default/paire-de-taies-en-vinyle-impermeable-traversin-6x12.jpg,,AH777OE-IMPER,"
						Allez Housses
					"
764,Table électrique Etna - Silhouet-tone,"Inspirée de l’expertise d’un massothérapeute professionnel, la table de massage ETNA peut ou bien monter très haut ou descendre très bas selon la manœuvre exécutée et la technique choisie.,
,On peut ainsi utiliser une même salle pour plusieurs soins. Une pédale permet d’ajuster la hauteur tout en préservant le contact avec le client durant le soin.",https://massageboutik.com/fr/equipements-de-massage/764-table-electrique-etna-silhouet-tone.html,new,"CAD$2,495.00",In Stock,https://massageboutik.com/3108-large_default/table-electrique-etna-silhouet-tone.jpg,,,"
						Silhouet-tone
					"
659,Ensemble de drap 3 morceaux 50/50 Polyester Coton Ivoire,Ensemble de draps 3 morceaux 50% Coton 50% Polyester.,https://massageboutik.com/fr/literie-de-massage/659-ensemble-3-morceaux-5050-polyester-coton-ivoire.html,new,CAD$49.99,In Stock,https://massageboutik.com/2886-large_default/ensemble-3-morceaux-5050-polyester-coton-ivoire.jpg,,,"
						Allez Housses
					"
609,Encens en bâtons Venez à moi (Mère Theresa) - 20 bâtons,Boite de 20 bâtons d'encens fragrance Venez à moi (Mère Theresa).,https://massageboutik.com/fr/encens/609-encens-en-batons-venez-a-moi-mere-theresa-20-batons.html,new,CAD$3.00,In Stock,https://massageboutik.com/2745-large_default/encens-en-batons-venez-a-moi-mere-theresa-20-batons.jpg,,ENCENS-SAC-7,
637,Table Physio à dossier et tablette Nomad,"Les tables de physiothérapie Nomad est un gage de durabilité et de confort.,
,Quelle que soit la durée de la thérapie ou le type de soins de physiothérapie que vous effectuez, votre table de physiothérapie demeure votre principal outil de travail.",https://massageboutik.com/fr/equipements-de-massage/637-table-physio-a-dossier-et-tablette-nomad.html,new,CAD$720.00,In Stock,https://massageboutik.com/2796-large_default/table-physio-a-dossier-et-tablette-nomad.jpg,,,"
						Nomad
					"
797,"Diffuseur / Nébuliseur d'huiles essentielles ""Inspiration""","Diffuseur d'huiles essentielles ""Inspiration"",
,Inspirez et laissez-vous transporter par les arômes...,
,La diffusion d’huiles essentielles est une solution simple et naturelle pour améliorer la qualité de votre air et votre qualité de vie.",https://massageboutik.com/fr/ambiance/797-diffuseur-nebuliseur-vivi.html,new,CAD$79.99,In Stock,https://massageboutik.com/3205-large_default/diffuseur-nebuliseur-vivi.jpg,,,
60,Baume Zéma,"Nos baumes de massage thérapeutique vous offrent un doux mélange d’huiles sèches, hypoallergènes, biologiques, de plantes biologiques macérées pendant plusieurs mois directement à notre atelier, et d’huiles essentielles 100% pures de première qualité.",https://massageboutik.com/fr/beurres-et-baumes-de-massage/60-baume-zema.html,new,CAD$15.99,In Stock,https://massageboutik.com/194-large_default/baume-zema.jpg,,,"
						Les Soins Corporels l'Herbier
					"
1023,Extensions pour bottes de draineur lymphatique,"Avec les Extensions pour bottes de draineur lymphatique, vous pouvez augmenter la circonférence des bottes de pressothérapie de 10 cm.,
,Très utiles et appréciés pour les clients qui ont des jambes plus corpulentes ou enflées.,
,Pour les bottes compatibles au modèle de l'appareil ,Doctor Life LX7 max,.,
,Vendu en paire. ",https://massageboutik.com/fr/magasiner-tout-produits-massage-boutik/1023-bouteille-a-compte-gouttes-en-verre-20-ml.html,new,CAD$119.99,In Stock,https://massageboutik.com/4649-large_default/bouteille-a-compte-gouttes-en-verre-20-ml.jpg,,,
845,Pochette Découverte de Voyage - Biotone,"Pochette de voyage découverte Biotone. ,
,Parfait pour découvrir et essayer certains produits de la gamme Biotone!,
,Vous y retrouverez 7 échantillons* variés (huile, gel, lotion, crème etc.).*,
",https://massageboutik.com/fr/home/845-biotone-pochette-decouverte-echantillon.html,new,CAD$5.00,In Stock,https://massageboutik.com/3903-large_default/biotone-pochette-decouverte-echantillon.jpg,,ECH-7,"
						Biotone
					"
1027,Lotion de Massage Soyeuse,"Lotion de Massage Soyeuse,
,Voici enfin notre nouvelle lotion de massage soyeuse à la texture fondante qui deviendra certainement votre outil de travail par excellence pour tous types de massage.,
,Il s’agit d’une formule novatrice s’appliquant comme une lotion similaire à une crème et a la sensation de beurre.",https://massageboutik.com/fr/magasiner-tout-produits-massage-boutik/1027-lotion-de-massage-soyeuse.html,new,CAD$75.00,In Stock,https://massageboutik.com/4586-large_default/lotion-de-massage-soyeuse.jpg,,,"
						BioExperience
					"
1015,Anatomy Trains : Les Méridiens 3E Édition,"Anatomy Trains: les Méridiens Myofasciaux En Thérapie Manuelle,
,L'ouvrage met l'accent sur le principe d'intégrité et de continuité corporelle fonctionnelle exercé au sein du réseau myofascial. La métaphore est simple : le réseau myofascial fonctionne à l'image d'un réseau de voies ferrées.",https://massageboutik.com/fr/magasiner-tout-produits-massage-boutik/1015-anatomy-trains-les-meridiens-3e-edition.html,new,CAD$134.95,In Stock,https://massageboutik.com/4517-large_default/anatomy-trains-les-meridiens-3e-edition.jpg,,,
757,Location Table de Massage en Aluminium,Acheter Location Table de Massage en Aluminium de Massage Boutik,https://massageboutik.com/fr/location/757-location-table-de-massage.html,new,CAD$35.00,In Stock,https://massageboutik.com/4318-large_default/location-table-de-massage.jpg,,,
1019,Huile essentielle - Pruche du Canada (Tsuga canadensis),"Huile essentielle - Pruche du Canada (Tsuga canadensis),
,Des quatre espèces de pruche retrouvées en Amérique du Nord, seule la pruche du Canada est indigène dans l'Est du pays.,
,Liquide transparent doté d’une odeur typique de conifère légèrement sucrée. L’odeur est pénétrante, douce et apaisante.",https://massageboutik.com/fr/magasiner-tout-produits-massage-boutik/1019-huile-essentielle-pruche-du-canada-tsuga-canadensis.html,new,CAD$27.43,In Stock,https://massageboutik.com/4553-large_default/huile-essentielle-pruche-du-canada-tsuga-canadensis.jpg,,,"
						Aliksir
					"
810,Complexe Diffuseur Puri-Pure,Un mélange à l'odeur rafraîchissante et dynamisante dont la composition est aussi agréable pour le nez qu'elle est désagréable pour les germes!,https://massageboutik.com/fr/ambiance/810-complexe-diffuseur-proprete.html,new,CAD$13.85,In Stock,https://massageboutik.com/3249-large_default/complexe-diffuseur-proprete.jpg,,,"
						Aliksir
					"
881,Ventouse à pompe articulaire - ensemble de 3,"Ensemble de trois ventouses articulaires à pompes.,
,Les ventouses à pompe articulaire ont un rebord creux et donc plus stable sur les ondes rondes telle que les coudes genoux, épaules et talons.",https://massageboutik.com/fr/magasiner-tout-produits-massage-boutik/881-ventouse-a-pompe-articulaire-ensemble-de-3.html,new,CAD$9.00,In Stock,https://massageboutik.com/3657-large_default/ventouse-a-pompe-articulaire-ensemble-de-3.jpg,,30030208 ,
992,Appui-bras latéraux suspendus - Sans trous,"Paire d'appui-bras latéraux à utiliser sur les tables qui n'ont pas de trous.,
,Sur sangles de nylon avec velcro pour stabiliser.,
,Ajustables pour toutes largeur de tables de massage. ",https://massageboutik.com/fr/magasiner-tout-produits-massage-boutik/992-appui-bras-lateraux-suspendus-sans-trous.html,new,CAD$49.99,In Stock,https://massageboutik.com/4321-large_default/appui-bras-lateraux-suspendus-sans-trous.jpg,,MB13-,
880,"Coussin d'étirement lombaire ""10 Minute Cushion""","La posture a une influence profonde sur notre santé générale – en fait, elle affecte toutes les fonctions physiologiques, de la respiration au système nerveux.,
,Le but du ""10 Minute Cushion,tm"", est d'étirer et de corriger votre posture, préparer votre colonne vertébrale et les muscles environnants pour une activité fonctionnelle.,
,Comprend une housse amovible lavable pour une performance durable.",https://massageboutik.com/fr/magasiner-tout-produits-massage-boutik/880-coussin-d-etirement-lombaire-10-minutes-cushion.html,new,CAD$39.99,In Stock,https://massageboutik.com/3653-large_default/coussin-d-etirement-lombaire-10-minutes-cushion.jpg,,TMC-XX,
939,Lotion de Massage Aromathérapie 'Serenity' - Biotone,"Lotion de massage 'Serenity' d'Aromathérapie,
,Cette lotion est composée d'un mélange d'huiles essentielles de lavande, d'orange, de sauge sclarée, de litsée, de patchouli et d'orange douce. Contient des huiles de jojoba, d'avocat et d'olive, connues pour leurs vertus apaisantes pour la peau.",https://massageboutik.com/fr/magasiner-tout-produits-massage-boutik/939-lotion-de-massage-aromatherapie-serenity-bitone.html,new,CAD$1.25,In Stock,https://massageboutik.com/4256-large_default/lotion-de-massage-aromatherapie-serenity-bitone.jpg,,,"
						Biotone
					"
290,"Diffuseur / Nébuliseur d'huiles essentielles ""Tripman""","Acheter Diffuseur / Nébuliseur d'huiles essentielles ""Tripman"" de Massage Boutik",https://massageboutik.com/fr/ambiance/290-diffuseur-nebuliseur-tripman.html,new,CAD$55.95,In Stock,https://massageboutik.com/4289-large_default/diffuseur-nebuliseur-tripman.jpg,, ,
251,Pierre de Massage - Petite,"Pierre de massage en basalte naturel. De 1,75 à 2 pouces.",https://massageboutik.com/fr/pierres-de-massage/251-pierre-de-massage-petite.html,new,CAD$34.95,In Stock,https://massageboutik.com/602-large_default/pierre-de-massage-petite.jpg,,PUPX,
260,Assouplisseur à lessive au citron,Assouplisseur au citron pour votre lessive.,https://massageboutik.com/fr/literie-de-massage/260-assouplisseur-a-lessive.html,new,CAD$24.99,In Stock,https://massageboutik.com/4194-large_default/assouplisseur-a-lessive.jpg,,AHASSOUXX,
249,Pierre de Massage - Moyenne,"Pierre de massage en basalte naturel. De 2 à 2,75 pouces de diamêtre.",https://massageboutik.com/fr/pierres-de-massage/249-pierre-de-massage-moyenne.html,new,CAD$7.99,In Stock,https://massageboutik.com/600-large_default/pierre-de-massage-moyenne.jpg,,PUMX,
245,Huile essentielle Aliksir Sapin baumier (Abies balsamea),"Le sapin baumier est antiseptique++, antiparasitaire, antispasmodique+, antiarthrosique+ et stimulant. On l’utilise notamment dans les cas de rhinite+, de bronchite, de sinusite++, de refroidissement+, d’aérophagie+, d’ascaridiose, d’arthrose et d’arthrite++.",https://massageboutik.com/fr/ambiance/245-huile-essentielle-aliksir-sapin-baumier-abies-balsamea-.html,new,CAD$12.37,In Stock,https://massageboutik.com/590-large_default/huile-essentielle-aliksir-sapin-baumier-abies-balsamea-.jpg,, ,"
						Aliksir
					"
230,Complexe Diffuseur Bonne Nuit,Un arôme qui favorise le sommeil et l'état de relaxation.,https://massageboutik.com/fr/ambiance/230-complexe-diffuseur-bonne-nuit.html,new,CAD$21.04,In Stock,https://massageboutik.com/572-large_default/complexe-diffuseur-bonne-nuit.jpg,,CD-BN-XX,"
						Aliksir
					"
1004,Porte-rouleau de papier pour table de massage,"Porte-rouleau de papier pour table de massage,
,Support de rouleau de papier pour table de massage. ,
,Rangez facilement un rouleau de papier à l'extrémité de votre table grâce à ce support de rouleau de papier qui convient à toutes les tables. (,SAUF pour les Tables NOMAD)., ,
",https://massageboutik.com/fr/accessoires-de-table-de-massage/1004-porte-rouleau-de-papier-pour-table-de-massage.html,new,CAD$39.99,In Stock,https://massageboutik.com/4415-large_default/porte-rouleau-de-papier-pour-table-de-massage.jpg,,16-8910,
218,Coussin pour les épaules (paire) - Mousse,Coussin pour redresser les épaules lorsque votre client est couché sur le ventre.,https://massageboutik.com/fr/equipements-de-massage/218-coussin-pour-les-epaules-mousse.html,new,CAD$14.99,In Stock,https://massageboutik.com/547-large_default/coussin-pour-les-epaules-mousse.jpg,,AH00OEC,"
						Allez Housses
					"
212,Traversin sarrasin rond 6x12 vinyle,Traversin rond 6x12 remplis d'écales de sarrasin dans une housse de vinyle imperméable facilement lavable.,https://massageboutik.com/fr/equipements-de-massage/212-traversin-sarrasin-rond-6x12-vinyle-impermeable.html,new,CAD$15.99,In Stock,https://massageboutik.com/1028-large_default/traversin-sarrasin-rond-6x12-vinyle-impermeable.jpg,,AH778SV612-XXX,"
						Allez Housses
					"
208,Couvre appui-tête contour matelassé,Couvre appui-tête contour matelassé.,https://massageboutik.com/fr/literie-de-massage/208-couvre-appui-tete-contour-matelasse.html,new,CAD$10.00,In Stock,https://massageboutik.com/513-large_default/couvre-appui-tete-contour-matelasse.jpg,,AH700HB-M,"
						Allez Housses
					"
200,Argile grise nourissante,"Argile ,grise, nourrissante,
,Notre argile canadienne 100% pure et naturelle regorge de minéraux essentiels qui contribuent à maintenir une peau saine.,
,Les enveloppements corporels libèrent leur richesse naturelle pour rehausser la beauté de la peau. Cette argile hydrate et ne dessèche pas la peau comme certaines autres argiles.,
,Produit fabriqué au Québec ,
",https://massageboutik.com/fr/soins-de-corps/200-argile-grise-apaisante.html,new,CAD$22.95,In Stock,https://massageboutik.com/4005-large_default/argile-grise-apaisante.jpg,,,"
						BioOrigin
					"
204,Ensemble de draps 3 morceaux - Tricot de Coton,"Ensemble de 3 morceaux en tricot 100% Coton doux et extensible.,
,Fièrement fabriqué avec du tissus Québécois dans nos locaux du Québec!",https://massageboutik.com/fr/literie-de-massage/204-ensemble-3-morceaux-tricot-de-coton.html,new,CAD$54.99,In Stock,https://massageboutik.com/503-large_default/ensemble-3-morceaux-tricot-de-coton.jpg,,,"
						Allez Housses
					"
1025,Brosse Scorpion,"La véritable brosse scorpion!,
,Brosse thérapeutique pour augmenter la circulation sanguine et aider à éliminer les toxines. Idéale pour les traitements de cellulite.",https://massageboutik.com/fr/soins-de-corps/1025-brosse-scorpion.html,new,CAD$22.99,In Stock,https://massageboutik.com/4579-large_default/brosse-scorpion.jpg,,SCORPIONBR,
126,Bambino - Crème de massage Chocolat au Lait,"Chocolat au Lait est une douce émulsion chocolatée aux effluves d’oranges, réconfortante et idéale pour l’hydratation et le massage de votre enfant.",https://massageboutik.com/fr/produits-de-massage/126-bambino-creme-de-massage-chocolat-au-lait.html,new,CAD$9.59,In Stock,https://massageboutik.com/345-large_default/bambino-creme-de-massage-chocolat-au-lait.jpg,,BAMXXXMCH,"
						Les Soins Corporels l'Herbier
					"
157,"Crème de massage ""Healthy Benefits"" de Biotone","La crème de massage Healthy Benefits est faite avec une foule d'anti-oxydants tel que la pomme-grenade, le thé vert ainsi que le pépin de raisin. ,
,Elle hydratera votre peau sans laisser de film gras.,
,Idéale pour le massage, elle ne roule pas.",https://massageboutik.com/fr/produits-de-massage/157-creme-de-massage-healthy-benefits.html,new,CAD$6.25,In Stock,https://massageboutik.com/4044-large_default/creme-de-massage-healthy-benefits.jpg,,HBBC,"
						Biotone
					"
162,Crème de massage thérapeutique Muscles - Tendons & Articulation de Biotone,"Cette crème thérapeutique révolutionnaire utilise des ingrédients naturelles pour fournissant le massage ultime. ,Favorise la guérison des clients avec des douleurs articulaires et des douleurs musculaires.",https://massageboutik.com/fr/produits-de-massage/162-creme-de-massage-therapeutique-muscles-tendons-.html,new,CAD$46.99,In Stock,https://massageboutik.com/3924-large_default/creme-de-massage-therapeutique-muscles-tendons-.jpg,,MJTMCXXX,"
						Biotone
					"
56,Baume Pulmo Air,"Nos baumes de massage thérapeutiques vous offrent un doux mélange d’huiles sèches, hypo-allergènes, biologiques, de plantes biologiques macérées pendant plusieurs mois directement à notre atelier, et d’huiles essentielles 100% pures de première qualité.",https://massageboutik.com/fr/beurres-et-baumes-de-massage/56-baume-pulmo-air.html,new,CAD$15.99,In Stock,https://massageboutik.com/173-large_default/baume-pulmo-air.jpg,,,"
						Les Soins Corporels l'Herbier
					"
51,Baume Corporel & Massage – Conception et Doux Bébé,"Baume Corporel et Massage – Conception et Doux Bébé,
,Ce baume à base d’huile d’amande douce, d’huile de tournesol* et de vitamine E est fort apprécié pour ses qualités hydratantes et sa douceur lors de la grossesse (ventre et seins) et de l’allaitement. Ensuite, combiné au massage, il dorlote aussi votre petit trésor!",https://massageboutik.com/fr/produits-de-massage/51-baume-conception-doux-bebe.html,new,CAD$15.99,In Stock,https://massageboutik.com/141-large_default/baume-conception-doux-bebe.jpg,,,"
						Les Soins Corporels l'Herbier
					"
985,Ensemble de drap en Microfibre - Earthlite,"Ensemble 3 morceaux en Microfibre de Earthlite ,
,Cet ensemble de draps en microfibres de qualité supérieure est soyeux au toucher, durable enlève aisément l'huile de massage lors du lavage. ,
,L'ensemble comprend un drap-housse, un drap de dessus et une housse appui-tête.,
",https://massageboutik.com/fr/magasiner-tout-produits-massage-boutik/985-ensemble-3-morceaux-microfibre-earthlite.html,new,CAD$34.99,In Stock,https://massageboutik.com/4205-large_default/ensemble-3-morceaux-microfibre-earthlite.jpg,,31862,"
						Earthlite
					"
44,Biogel - Musculo et Pulmo Air,"BIOGEL Musculo & Pulmo Air est recommandé pour le massage global ou spécifique favorisant chaleur profonde, bien-être et réconfort.",https://massageboutik.com/fr/gels-de-massage/44-biogel-musculo-et-pulmo-air.html,new,CAD$9.89,In Stock,https://massageboutik.com/3803-large_default/biogel-musculo-et-pulmo-air.jpg,,,"
						Les Soins Corporels l'Herbier
					"
182,Gel de Massage 100% Naturel - Musculaire,"Gel de Massage 100% Naturel - Musculaire,
,Une formule parfaite pour le soulagement musculaire. ,
,
,Texture légère ,
,Glisse de longue durée ,
,Formule douce pour les mains ,
,SANS OGM,
,315 massages par gallon / 4 litres,
",https://massageboutik.com/fr/produits-de-massage/182-gel-de-massage-100-naturel-musculaire.html,new,CAD$19.95,In Stock,https://massageboutik.com/4014-large_default/gel-de-massage-100-naturel-musculaire.jpg,,10-619 / 10-636 / 10-638,"
						BioOrigin
					"
896,"Yoga Tune Up® - Collection ""ROLLS Royce""","L'ultime ensemble de balles de massage de Yoga Tune Up®, la collection ROLLS Royce, comprend tout ce dont vous avez besoin pour votre mise en forme.",https://massageboutik.com/fr/magasiner-tout-produits-massage-boutik/896-yoga-tune-up-collection-rolls-royce.html,new,CAD$69.99,In Stock,https://massageboutik.com/3717-large_default/yoga-tune-up-collection-rolls-royce.jpg,,YB-RRC,"
						Yoga Tune Up
					"
1002,Certificat-Cadeaux / Chèques Cadeaux paquet de 10,"Nos meilleurs ambassadeurs sont sans contredit nos clients fidèles.,
,Aidez les à vous faire connaître en offrant ces magnifiques certificat-cadeaux à votre clientèle. ,
,Offerts en 4 magnifiques designs.,
,Vendus en paquet de 10.",https://massageboutik.com/fr/magasiner-tout-produits-massage-boutik/1002-certificat-cadeaux-cheques-cadeaux-paquet-de-10.html,new,CAD$5.00,In Stock,https://massageboutik.com/4404-large_default/certificat-cadeaux-cheques-cadeaux-paquet-de-10.jpg,,CC-XX,
868,Perle de Cire de Paraffine - 1Lb,"Perle de Cire de Paraffine ,
,Un traitement adoucissant à la paraffine chaude pour la peau sèche.,
,La paraffine de qualité professionnelle de Therabath laissera votre peau douce, profondément hydratée et d'apparence saine. Peut être utilisée dans tous les bains de paraffine.",https://massageboutik.com/fr/magasiner-tout-produits-massage-boutik/868-perle-de-cire-de-paraffine-vanille.html,new,CAD$8.99,In Stock,https://massageboutik.com/4461-large_default/perle-de-cire-de-paraffine-vanille.jpg,,,"
						Therabath 
					"
953,Table Nomad Pedi Spa,"Cette table très polyvalente a 3 configurations différentes pour tous vos besoins de traitement.,
,Avec un dosssier ajustable, la table de soins multifonctionnelle Nomad Pedi-Spa a une configuration unique qui peut être changé en moins d’une minute.,
,Jamais vous ne trouverez une table plus polyvalente pour votre centre de soins, ou votre spa!,
",https://massageboutik.com/fr/equipements-de-massage/953-table-instant-a-dossier-nomad.html,new,"CAD$1,595.00",In Stock,https://massageboutik.com/3991-large_default/table-instant-a-dossier-nomad.jpg,,,"
						Nomad
					"
849,Bougie de massage Arôma,"Bougie Aroma,
,Une lumière délicate, des effluves naturellement subtils et des sensations douces. Pour l’apaisement du corps et de l’esprit. Cette bougie vous offre des essences aromatiques de plantes et de fleurs en harmonie avec la nature.,
,Naturelle à 100 %",https://massageboutik.com/fr/bougies-de-massage/849-bougie-aroma-pour-massage-eucalyptus.html,new,CAD$13.00,In Stock,https://massageboutik.com/3473-large_default/bougie-aroma-pour-massage-eucalyptus.jpg,,,"
						Les Soins Corporels l'Herbier
					"
741,"Aromasol Pin, sapin & Eucalyptus - Brume d'ambiance","La brume d'ambiance est faite d'huiles essentielles 100% pures.,
,Vaporiser dans l'air et sur les textiles pour rafraichir et purifier. ,
,Douce odeur de conifères et d'eucalyptus.,
,
",https://massageboutik.com/fr/brumes-et-parfum-dambiance/741-aromasol-pin-sapin-eucalyptus-brume-d-ambiance.html,new,CAD$23.99,In Stock,https://massageboutik.com/3437-large_default/aromasol-pin-sapin-eucalyptus-brume-d-ambiance.jpg,,AROM270-1,"
						DeMonceaux
					"
814,Masque de protection lavable ventilé - 2 épaisseurs,"Masque de protection en tissu entièrement fabriqué au Canada par Allez Housses! (Même le tissu est Canadien!) Si vous avez toujours chaud, ce masque est fait pour vous! il est fait de tissus ventilé qui vous permet de ,rester au frais tout en était protégé.,
,*TRANSPORT POSTAL GRATUIT INCLUS UNIQUEMENT SUR CE PRODUIT*,
,
,
",https://massageboutik.com/fr/magasiner-tout-produits-massage-boutik/814-masque-de-protection-lavable-2-epaisseurs.html,new,CAD$2.00,In Stock,https://massageboutik.com/3292-large_default/masque-de-protection-lavable-2-epaisseurs.jpg,,,"
						Allez Housses
					"
705,Savon au lait de Brebis - Lavande et Camomille 90gr,Acheter Savon au lait de Brebis - Lavande et Camomille 90gr de Massage Boutik,https://massageboutik.com/fr/soins-de-corps/705-savon-au-lait-de-brebis-et-de-chevre-lavande-et-camomille-90gr.html,new,CAD$6.50,In Stock,https://massageboutik.com/2982-large_default/savon-au-lait-de-brebis-et-de-chevre-lavande-et-camomille-90gr.jpg,,ASA-0032,"
						Aurélie Savonnerie artisanale
					"
682,Table Électrique Ergonomique - 4 Sections,"Thérapeutique & Esthétique, le meilleur des deux mondes!,
,La table électrique ergonomique est faite de 4 sections entièrement articulée.,
,Elle se met complètement à plat pour les massages et traitements physiques. Vous pouvez remonter le dossier et descendre les jambes pour augmenter le confort de votre client lors d'un soin du visage, une réflexologie ou encore un drainage lymphatique.",https://massageboutik.com/fr/table-de-massage/682-table-electrique-ergonomique-3-sections.html,new,"CAD$2,799.00",In Stock,https://massageboutik.com/4414-large_default/table-electrique-ergonomique-3-sections.jpg,,,
