id,title,description,link,condition,price,availability,image link,gtin,mpn,brand
Ma158,Berber fitted sheet,Berber fitted sheet made to fit perfectly your table size.,https://massageboutik.com/en/massage-linen/424-berber-fitted-sheet.html,new,CAD$39.99,In Stock,https://massageboutik.com/2560-large_default/berber-fitted-sheet.jpg,,AH600EXXXX-B,"
						Allez Housses
					"
Ma159,Practical Guide Masso-Kinesitherapy   Volume 1 & 2,"Practical Guide Masso-Kinesitherapy,
,Body care through movement - Volume 1 & 2,
,These guides are intended for professionals and students in massage therapy or specialized manual therapy.,
,They are essential for exam review, internships and your daily professional practice in clinic and home care.",https://massageboutik.com/en/shop-by-category-massage-boutik-products/972-guide-pratique-de-masso-kinesitherapie.html,new,CAD$120.00,In Stock,https://massageboutik.com/4114-large_default/guide-pratique-de-masso-kinesitherapie.jpg,,9782981616715,
Ma160,"Yoga Pants - ""Moto Black"" Design","From INNER FIRE brand.,
,Eco-friendly Canadian clothing created from recycled water bottles!,
,Proudly made in Vancouver, Canada.,
,Together we are creating a global community of positive, caring and environmentally conscious people.",https://massageboutik.com/en/shop-by-category-massage-boutik-products/944-yoga-pants-moto-black-design.html,new,CAD$40.00,In Stock,https://massageboutik.com/3961-large_default/yoga-pants-moto-black-design.jpg,,,
Ma161,Purifying Stone Spray - Tea Tree & Sacred Sage,"Formulated with pure essential oils to combat bacteria and clear negative energy, it's the natural choice for all your stone therapy needs.",https://massageboutik.com/en/shop-by-category-massage-boutik-products/904-purifying-stone-spray-tea-tree-sacred-sage.html,new,CAD$15.99,In Stock,https://massageboutik.com/3746-large_default/purifying-stone-spray-tea-tree-sacred-sage.jpg,,SM-SPRAY,
Ma162,1 Gallon (128 oz) Bottle Pump,"Enjoy easy dispensing of your favorite oils, gels and lotions. Fits most 1 gallon (128 oz) ",https://massageboutik.com/en/bottles-pumps-and-belts/727-1-gallon-128-oz-bottle-pump.html,new,CAD$13.99,In Stock,https://massageboutik.com/3016-large_default/1-gallon-128-oz-bottle-pump.jpg,,POM004PLA,"
						Les Soins Corporels l'Herbier
					"
Ma163,Gamacide3 - Multi-surfaces disinfectant 4L,"Surface Disinfectant ,GamaCide3,
,Gamacide3, ,is also approved by Health Canada as being effective against SARS-CoV-2,  the virus that causes COVID-19.,
,You know and trust this product and would like to have it in a bigger size? Then, the 4 L size is for you. ,
,Proudly made in Canada ,
",https://massageboutik.com/en/shop-by-category-massage-boutik-products/888-gamacide3-desinfectantnettoyant-multisurfaces.html,new,CAD$54.99,In Stock,https://massageboutik.com/3688-large_default/gamacide3-desinfectantnettoyant-multisurfaces.jpg,,Gamacide-FF-XXL,
Ma164,Neutral Massage Cream - MASSOLEUM,Buy Neutral Massage Cream - MASSOLEUM from Massage Boutik,https://massageboutik.com/en/massage-products/774-massoleum-massocreme.html,new,CAD$11.99,In Stock,https://massageboutik.com/3168-large_default/massoleum-massocreme.jpg,,,"
						MASSOLÉUM
					"
Ma165,Sesame Oil,"Sesame oil first cold pressed,
,Without chemicals, without preservatives,
,Perfect for Ayurvedic head massage!",https://massageboutik.com/en/massage-products/720-sesame-oil.html,new,CAD$29.99,In Stock,https://massageboutik.com/3004-large_default/sesame-oil.jpg,,HVGXXXXXX,"
						DeMonceaux
					"
Ma166,Focus diffuser blend,This pure essential oils blend is designed to prevent focus problems and lack of concentration. Focus contains oils that help balance the nervous system and stimulate the intellect. These oils are both grounding and relaxing.,https://massageboutik.com/en/ambience/661-focus-diffuser-blend.html,new,CAD$24.99,In Stock,https://massageboutik.com/2895-large_default/focus-diffuser-blend.jpg,,,"
						Aliksir
					"
Ma167,Tea Tree peel-off face mask,"Tea Tree peel-off face mask,
,This unique facial treatment is a relaxing mask.,
,It allows a gentle cleansing to reveal the beauty and radiance of the skin.,
",https://massageboutik.com/en/body-care/747-tea-tree-mask-peel-off.html,new,CAD$5.00,In Stock,https://massageboutik.com/4454-large_default/tea-tree-mask-peel-off.jpg,,,"
						ORE
					"
Ma168,Vascular system anatomical chart,Laminated anatomical chart. 20 x 26'',https://massageboutik.com/en/books-charts-and-reflexology/652-vascular-system-anatomical-chart.html,new,CAD$30.99,In Stock,https://massageboutik.com/2840-large_default/vascular-system-anatomical-chart.jpg,,VR2353,
Ma169,Pair of cover for the relaxing eye pillow - big size,"One pair of easy to wash cover for your relaxing eyepillow.,
",https://massageboutik.com/en/massage-equipment/664-pair-of-cover-for-the-relaxing-eye-pillow-big-size.html,new,CAD$9.99,In Stock,https://massageboutik.com/2898-large_default/pair-of-cover-for-the-relaxing-eye-pillow-big-size.jpg,,AH777TCYN-XXX,"
						Allez Housses
					"
Ma170,"Wintergreen scent, Gaultheria fragrantissima","Antispasmodic+++, vasodilator +, Anti-inflammatory+++, hepatostimulant+.",https://massageboutik.com/en/ambience/277-wintergreen-scent-gaultheria-fragrantissima.html,new,CAD$18.70,In Stock,https://massageboutik.com/639-large_default/wintergreen-scent-gaultheria-fragrantissima.jpg,, ,"
						Aliksir
					"
Ma171,Silky Massage Gel,"Silky Massage Gel,
,Light and airy in texture with an enduring glide.,
,BioOrigin's Silky Massage Gel is clinically tested ,hypoallergenic,.,
,Recommended for: Swedish, Californian, Relaxation Lomi Lomi and Bamboo massages.",https://massageboutik.com/en/massage-products/181-silky-massage-gel.html,new,CAD$19.95,In Stock,https://massageboutik.com/464-large_default/silky-massage-gel.jpg,,10-616 / 10-618 / 10-637,"
						BioOrigin
					"
Ma172,Expanded Clay Beads for Passive Diffusion - 150 g,Buy Expanded Clay Beads for Passive Diffusion - 150 g from Massage Boutik,https://massageboutik.com/en/shop-by-category-massage-boutik-products/968-billes-d-argile-pour-diffusion-passive-150-g.html,new,CAD$3.50,In Stock,https://massageboutik.com/4080-large_default/billes-d-argile-pour-diffusion-passive-150-g.jpg,,ACD BA,"
						Aliksir
					"
Ma173,Glass dropper bottle - 20 ml,Buy Glass dropper bottle - 20 ml from Massage Boutik,https://massageboutik.com/en/shop-by-category-massage-boutik-products/1024-bouteille-a-compte-gouttes-en-verre-20-ml.html,new,CAD$1.75,In Stock,https://massageboutik.com/4573-large_default/bouteille-a-compte-gouttes-en-verre-20-ml.jpg,,MT-ASEB02,
Ma174,Skin / Cutis anatomical chart,Buy Skin / Cutis anatomical chart from Massage Boutik,https://massageboutik.com/en/books-charts-and-reflexology/651-skin-cutis-anatomical-chart.html,new,CAD$30.99,In Stock,https://massageboutik.com/2839-large_default/skin-cutis-anatomical-chart.jpg,,VR2283L,
Ma175,Muscle & Joint Therapeutic massage Gel - Biotone,"Muscle & Joint Therapeutic Gel,
,Muscle & Joint Therapeutic Gel is ideal for promoting joint wellness and giving soothing relief to strains, sprains, and other injuries.,
,Certified Organic Botanical extracts of Arnica, Boswellia, and Devil's Claw combined with Essential Oils of Eucalyptus, Balsam Peru, and Wintergreen works together to assist in fast recovery for sore joints and aching muscles.",https://massageboutik.com/en/shop-by-category-massage-boutik-products/957-gel-therapeutique-muscles-tendons-articulations-de-biotone.html,new,CAD$1.25,In Stock,https://massageboutik.com/4032-large_default/gel-therapeutique-muscles-tendons-articulations-de-biotone.jpg,,,"
						Biotone
					"
Ma176,Eucalyptus Radiata Essential Oil,Buy Eucalyptus Radiata Essential Oil from Massage Boutik,https://massageboutik.com/en/ambience/276-eucalyptus-radiata-eucalyptus-radiata.html,new,CAD$12.14,In Stock,https://massageboutik.com/4338-large_default/eucalyptus-radiata-eucalyptus-radiata.jpg,,,"
						Aliksir
					"
Ma177,ProMag+ Magnesium oil,Buy ProMag+ Magnesium oil from Massage Boutik,https://massageboutik.com/en/shop-by-category-massage-boutik-products/1033-promag-huile-de-magnesium.html,new,CAD$19.92,In Stock,https://massageboutik.com/4648-large_default/promag-huile-de-magnesium.jpg,,PROmag+,"
						Clinique Lafontaine
					"
Ma178,Lymphatic Drainer - Luxury 7 from DrLife,"Lymphatic Drainer - Fully equipped pressotherapy machine,
,Lymphatic drainage machine with progressive pressure allowing a maximized drainage.,
,It is excellent for all circulatory or lymphatic problems, heavy legs, remodeling of the silhouette.",https://massageboutik.com/en/body-care/706-draineur-lymphatique-luxury-7-drlife.html,new,CAD$999.99,In Stock,https://massageboutik.com/4298-large_default/draineur-lymphatique-luxury-7-drlife.jpg,,DRAINEUR,
Ma179,FlexiPac reusable hot/cold pad,"FlexiPac reusable hot/cold pad,
,Flexipack is a gel pad that you can heat or freeze and that will retain its temperature for a long time.,
,It will remain flexible and soft even when frozen.",https://massageboutik.com/en/therapeutic-accessories-for-massage/487-flexipac-compresse-chaudefroide-reutilisable.html,new,CAD$1.99,In Stock,https://massageboutik.com/2417-large_default/flexipac-compresse-chaudefroide-reutilisable.jpg,,,
Ma180,Patchouli incense stick - 20 stick,"Boxe of 20 incenses sticks, Patchouli fragrance.",https://massageboutik.com/en/incense/644-patchouli-incense-stick-20-stick.html,new,CAD$3.00,In Stock,https://massageboutik.com/2820-large_default/patchouli-incense-stick-20-stick.jpg,,ENCENS-SAC-,
Ma181,Glass dropper bottle - 60 ml,"Glass dropper bottles,
,Precisely dispense oils one drop at a time.",https://massageboutik.com/en/shop-by-category-massage-boutik-products/1014-bouteille-a-compte-gouttes-en-verre.html,new,CAD$2.99,In Stock,https://massageboutik.com/4513-large_default/bouteille-a-compte-gouttes-en-verre.jpg,,13182010,
Ma182,Adjustable & retractable head rest platform NOMAD,"Our best-selling face rest platform is an invaluable support option, providing superior access with optimum comfort. The double articulating adjustability ensures a perfect fit for all body types and even helps with positioning clients with cervical injuries.",https://massageboutik.com/en/massage-equipment/578-adjustable-retractable-head-rest-platform-nomad.html,new,CAD$168.00,In Stock,https://massageboutik.com/2646-large_default/adjustable-retractable-head-rest-platform-nomad.jpg,,3285,"
						Nomad
					"
Ma183,"Clove, Eugenia caryophyllus","Buy Clove, Eugenia caryophyllus from Massage Boutik",https://massageboutik.com/en/ambience/273-clove-eugenia-caryophyllus.html,new,CAD$20.79,In Stock,https://massageboutik.com/635-large_default/clove-eugenia-caryophyllus.jpg,, ,"
						Aliksir
					"
Ma184,Shell Massage Poster - Rocks,"Shell Massage Poster - Rocks,
,Great way to advertise that you offer hot shell massage",https://massageboutik.com/en/various/504-shell-massage-poster-rocks.html,new,CAD$9.99,In Stock,https://massageboutik.com/2412-large_default/shell-massage-poster-rocks.jpg,,PSTR-COQ-1,
Ma185,CryoDerm® - Cold therapeutic analgesic gel,Buy CryoDerm® - Cold therapeutic analgesic gel from Massage Boutik,https://massageboutik.com/en/shop-by-category-massage-boutik-products/996-cryoderm-cold-therapeutic-analgesic-gel.html,new,CAD$21.99,In Stock,https://massageboutik.com/4359-large_default/cryoderm-cold-therapeutic-analgesic-gel.jpg,,,"
						Cryoderm
					"
Ma186,Hydrocollator moist heatpac - Cervical,"The Original Hydrocollator Moist Heat HotPac.,
,Neck Contour size : 20 x 23 inches",https://massageboutik.com/en/massage-equipment/484-hydrocollator-moist-heatpac-10x12.html,new,CAD$34.99,In Stock,https://massageboutik.com/2435-large_default/hydrocollator-moist-heatpac-10x12.jpg,,CH1002,
Ma187,Biogel 2 – Silky and long lasting,Buy Biogel 2 – Silky and long lasting from Massage Boutik,https://massageboutik.com/en/massage-products/969-biogel-2-silky-and-long-lasting.html,new,CAD$43.00,In Stock,https://massageboutik.com/4088-large_default/biogel-2-silky-and-long-lasting.jpg,,ENS001MAS,"
						Les Soins Corporels l'Herbier
					"
Ma188,UV Hot Towel Cabinet - By Earthlite,Buy UV Hot Towel Cabinet - By Earthlite from Massage Boutik,https://massageboutik.com/en/shop-by-category-massage-boutik-products/963-uv-hot-towel-cabinet-mini.html,new,CAD$259.99,In Stock,https://massageboutik.com/4056-large_default/uv-hot-towel-cabinet-mini.jpg,,CHF-SERV1P,"
						Earthlite
					"
Ma189,Biogel 2 – Silky and long lasting,"BIOGEL 2 is recommended for long lasting global or specific massages, it offers a fluid and silky smooth texture.",https://massageboutik.com/en/massage-products/41-biogel-2-silky-and-long-lasting.html,new,CAD$9.89,In Stock,https://massageboutik.com/96-large_default/biogel-2-silky-and-long-lasting.jpg,,GELXXXHUI,"
						Les Soins Corporels l'Herbier
					"
Ma190,Classic Gel - MASSOLEUM,"MassoGel Classique is a massage gel for professionals.,
,It's the ultimate working tool if you like a creamy texture. It offers a tailor-made performance in massage therapy without having to restart it constantly. It takes a little bit to offer professional care. Each maneuvers can be executed with dexterity and precision for different massage techniques. ",https://massageboutik.com/en/massage-products/908-massogel-classique-massoleum.html,new,CAD$11.99,In Stock,https://massageboutik.com/3750-large_default/massogel-classique-massoleum.jpg,,,"
						MASSOLÉUM
					"
Ma191,"Yoga Pants - ""Apex"" Design","From INNER FIRE brand.,
,Eco-friendly Canadian clothing created from recycled water bottles!,
,Proudly made in Vancouver, Canada.,
,Together we are creating a global community of positive, caring and environmentally conscious people.",https://massageboutik.com/en/shop-by-category-massage-boutik-products/943-yoga-pants-apex-design.html,new,CAD$40.00,In Stock,https://massageboutik.com/3960-large_default/yoga-pants-apex-design.jpg,,,
Ma192,Bamboo Exfoliant,Buy Bamboo Exfoliant from Massage Boutik,https://massageboutik.com/en/shop-by-category-massage-boutik-products/905-bamboo-exfoliant.html,new,CAD$59.00,In Stock,https://massageboutik.com/3747-large_default/bamboo-exfoliant.jpg,, ,"
						ORE
					"
Ma193,Gel - Tired & heavy legs,"This gel brings comfort to heavy and tired legs. ,
,Made in Quebec.",https://massageboutik.com/en/shop-by-category-massage-boutik-products/839-gel-fraicheur-jambes-lourdes.html,new,CAD$24.99,In Stock,https://massageboutik.com/3380-large_default/gel-fraicheur-jambes-lourdes.jpg,,PUR-0468,"
						Aurélie Savonnerie artisanale
					"
Ma194,Cellulite Massage Cream 240ml - MASSOLEUM,Let this incredibely light and silky cream soften your skin and works on your silhouet!,https://massageboutik.com/en/massage-products/955-massoleum-massocreme.html,new,CAD$34.99,In Stock,https://massageboutik.com/3999-large_default/massoleum-massocreme.jpg,,MCC-240ML,"
						MASSOLÉUM
					"
Ma195,Stone Wash for Hot Stone Therapy,Specially created to thoroughly cleanse massage stones and equipment.,https://massageboutik.com/en/shop-by-category-massage-boutik-products/903-stone-wash-for-hot-stone-therapy.html,new,CAD$20.99,In Stock,https://massageboutik.com/3745-large_default/stone-wash-for-hot-stone-therapy.jpg,,SM-WASH,
Ma196,Dr. Thym - 100% natural disinfectant made in Quebec,"Dr. Thyme is a disinfectant 100% natural disinfectant and made from essential oil.,
,It is the only disinfectant that is ,approved by Health Canada,. ,
,
",https://massageboutik.com/en/hygiene-and-prevention/836-dr-thym-desinfectant-et-germicide.html,new,CAD$19.99,In Stock,https://massageboutik.com/3369-large_default/dr-thym-desinfectant-et-germicide.jpg,,,
Ma197,REFILL 160 cleaning & revitalizing wipes for massage table - Genie Plus,Buy REFILL 160 cleaning & revitalizing wipes for massage table - Genie Plus from Massage Boutik,https://massageboutik.com/en/shop-by-category-massage-boutik-products/929-genie-plus.html,new,CAD$18.99,In Stock,https://massageboutik.com/3873-large_default/genie-plus.jpg,,,
Ma198,Vampire blood incense stick - 15 grams,"Boxe of 15 grams incenses sticks, Vampire Blood fragrance.",https://massageboutik.com/en/incense/643-vampire-blood-incense-stick-15-grams.html,new,CAD$3.00,In Stock,https://massageboutik.com/2816-large_default/vampire-blood-incense-stick-15-grams.jpg,,ENCENS-12,
Ma199,1 liter pump,"Enjoy easy dispensing of your favorite oils, gels and lotions. Fits most half gallon BIOTONE oils, gels and lotions.",https://massageboutik.com/en/various/726-1-liter-pump.html,new,CAD$3.99,In Stock,https://massageboutik.com/3015-large_default/1-liter-pump.jpg,,POMPE-1L,
Ma200,DVD Indian Head Massage,Healing Massage,https://massageboutik.com/en/books-charts-and-reflexology/630-dvd-indian-head-massage.html,new,CAD$24.99,In Stock,https://massageboutik.com/2783-large_default/dvd-indian-head-massage.jpg,,DVD19,
Ma201,Composition G,Buy Composition G from Massage Boutik,https://massageboutik.com/en/complex-of-essential-oils/491-composition-g.html,new,CAD$30.88,In Stock,https://massageboutik.com/2472-large_default/composition-g.jpg,,PBE HM CBAN XX,"
						Aliksir
					"
Ma202,Table extension & arm rest NOMAD,Buy Table extension & arm rest NOMAD from Massage Boutik,https://massageboutik.com/en/massage-equipment/577-table-extension-arm-rest-nomad.html,new,CAD$95.00,In Stock,https://massageboutik.com/2642-large_default/table-extension-arm-rest-nomad.jpg,,,"
						Nomad
					"
Ma203,Shell Massage Poster –General,Shell Massage Poster - General,https://massageboutik.com/en/various/503-shell-massage-poster-general.html,new,CAD$9.99,In Stock,https://massageboutik.com/2413-large_default/shell-massage-poster-general.jpg,,PSTR-COQ-2,
Ma204,"Palmarosa, Cymbopogon martinii","Positivante, anti-infectieux, antibactérienne majeure à large spectre+++, antifongique+++, antivirale+++, tonique, utérotonique, neurotonique, cardiotonique++.",https://massageboutik.com/en/ambience/272-palmarosa-cymbopogon-martinii.html,new,CAD$16.90,In Stock,https://massageboutik.com/634-large_default/palmarosa-cymbopogon-martinii.jpg,,,"
						Aliksir
					"
Ma205,Wrapping sheet,Buy Wrapping sheet from Massage Boutik,https://massageboutik.com/en/body-care/505-film-plastique-pour-enveloppement.html,new,CAD$15.99,In Stock,https://massageboutik.com/2466-large_default/film-plastique-pour-enveloppement.jpg,,3250XX,
Ma206,Hydrocollator moist heatpac - 10x12,"The Original Hydrocollator Moist Heat HotPac.,
,Standard Size : 10x12",https://massageboutik.com/en/massage-equipment/473-hydrocollator-moist-heatpac-10x12.html,new,CAD$24.99,In Stock,https://massageboutik.com/2445-large_default/hydrocollator-moist-heatpac-10x12.jpg,,CH1006,
Ma207,CryoDerm® - Pain relieving cold therapy roll-on,"Cold Therapy Roll-on 3oz (113.4 g),
,For temporary relief of aches and pains. Temporarily relieves minor pain associated with arthritis, simple backaches, joint pain, tendonitis, muscle strain, muscle strains and bruises. ",https://massageboutik.com/en/shop-by-category-massage-boutik-products/994-cryoderm-gel-analgesique-a-effet-froid.html,new,CAD$21.99,In Stock,https://massageboutik.com/4341-large_default/cryoderm-gel-analgesique-a-effet-froid.jpg,,,"
						Cryoderm
					"
Ma208,Shower Steamers - Breath Easy,Buy Shower Steamers - Breath Easy from Massage Boutik,https://massageboutik.com/en/shop-by-category-massage-boutik-products/1028-shower-steamers.html,new,CAD$9.99,In Stock,https://massageboutik.com/4588-large_default/shower-steamers.jpg,,,
Ma209,"Yoga Pants - ""Snowberry"" Design","From INNER FIRE brand.,
,Eco-friendly Canadian clothing created from recycled water bottles!,
,Proudly made in Vancouver, Canada.,
,Together we are creating a global community of positive, caring and environmentally conscious people.",https://massageboutik.com/en/shop-by-category-massage-boutik-products/942-yoga-pants-snowberry-design.html,new,CAD$40.00,In Stock,https://massageboutik.com/3959-large_default/yoga-pants-snowberry-design.jpg,,,
Ma210,Gamacide3 - Multi-surface disinfectant / cleaner wipes & canister,"Multisurface Disinfectant Cleaner,
,Pre-moistered wipes with refillable canister.,
,Gamacide3, is also approved by Health Canada as being effective against SARS-CoV-2, the virus that causes COVID-19.,
,Proudly made in Canada ,
,Approved by Health Canada",https://massageboutik.com/en/shop-by-category-massage-boutik-products/874-desinfectantnettoyant-multisurface-gamacide3.html,new,CAD$25.99,In Stock,https://massageboutik.com/3698-large_default/desinfectantnettoyant-multisurface-gamacide3.jpg,, Gamacide-FF-SW,
Ma211,TheraPure Body Massage Cream,"TheraPure Body Massage Cream,
,Composed with Olive Oil, Grape Seed Oil, Arnica and Infused with Melissa Hydrosol, this Body Massage Cream offers antioxidant and soothing properties for irritated skins. Ideal for all massage techniques, it is safe to use and contains no clogging agents.",https://massageboutik.com/en/massage-products/724-therapure-body-massage-cream.html,new,CAD$21.00,In Stock,https://massageboutik.com/3011-large_default/therapure-body-massage-cream.jpg,,,"
						BioOrigin
					"
Ma212,Himalayan Salt Lamp Massage Balls,Buy Himalayan Salt Lamp Massage Balls from Massage Boutik,https://massageboutik.com/en/shop-by-category-massage-boutik-products/863-himalayan-salt-lamp-massage-balls.html,new,CAD$59.99,In Stock,https://massageboutik.com/3531-large_default/himalayan-salt-lamp-massage-balls.jpg,,503806,
Ma213,Lavender incense stick - 20 stick,"Boxe of 20 incenses sticks, Lavender fragrance.",https://massageboutik.com/en/incense/619-lavender-incense-stick-20-stick.html,new,CAD$3.00,In Stock,https://massageboutik.com/2761-large_default/lavender-incense-stick-20-stick.jpg,,ENCENS-SAC-21,
Ma214,Jar pump,Lid with pump for pot of 9cm in diameter.,https://massageboutik.com/en/bottles-pumps-and-belts/663-jar-pump.html,new,CAD$8.99,In Stock,https://massageboutik.com/2897-large_default/jar-pump.jpg,,JAR16Z,
Ma215,Shell Massage Poster – Hands,Shell Massage Poster – Hands,https://massageboutik.com/en/various/502-shell-massage-poster-hands.html,new,CAD$9.99,In Stock,https://massageboutik.com/2414-large_default/shell-massage-poster-hands.jpg,,PSTR-COQ-3,
Ma216,Hydrocollator heating unit + 4 hydrocollators 10x12,Buy Hydrocollator heating unit + 4 hydrocollators 10x12 from Massage Boutik,https://massageboutik.com/en/massage-equipment/472-hydrocollator-heating-unit-4-hydrocollators-10x12.html,new,CAD$525.00,In Stock,https://massageboutik.com/2449-large_default/hydrocollator-heating-unit-4-hydrocollators-10x12.jpg,,CH2102,
Ma217,"Orange Sweet zest, Citrus sinensis","Calmante, sédative++, anti-inflammatoire+, anticoagulante, fluidifiante+, tonique amère (à faible dose)++.",https://massageboutik.com/en/ambience/271-orange-sweet-zest-citrus-sinensis.html,new,CAD$8.50,In Stock,https://massageboutik.com/633-large_default/orange-sweet-zest-citrus-sinensis.jpg,, ,"
						Aliksir
					"
Ma218,Cacao powder for chocolate wrap & bath,Buy Cacao powder for chocolate wrap & bath from Massage Boutik,https://massageboutik.com/en/body-care/993-algaes-grapes-body-wrap-gel.html,new,CAD$52.00,In Stock,https://massageboutik.com/4334-large_default/algaes-grapes-body-wrap-gel.jpg,,222XX,"
						ORE
					"
Ma219,Chest Cover - Cotton Knit fabric,"Chest Cover - Cotton Knit fabric,
,Made to ensure privacy for your clients during a massage.",https://massageboutik.com/en/shop-by-category-massage-boutik-products/1018-couvre-poitrine-en-tricot-de-coton.html,new,CAD$7.99,In Stock,https://massageboutik.com/4532-large_default/couvre-poitrine-en-tricot-de-coton.jpg,,,"
						Allez Housses
					"
Ma220,Yoga Pants - 'Sacred Elephant' Design,"From INNER FIRE brand.,
,Eco-friendly Canadian clothing created from recycled water bottles!,
,Proudly made in Vancouver, Canada.,
,Together we are creating a global community of positive, caring and environmentally conscious people.",https://massageboutik.com/en/shop-by-category-massage-boutik-products/941-yoga-pants.html,new,CAD$40.00,In Stock,https://massageboutik.com/3948-large_default/yoga-pants.jpg,,,
Ma221,Full length apron,"This apron will be practical during your every day treatments.  ,
,Easy care, 100% cotton. ",https://massageboutik.com/en/lingerie/852-tablier-long.html,new,CAD$20.00,In Stock,https://massageboutik.com/3482-large_default/tablier-long.jpg,,90148,"
						Carolyn Design
					"
Ma222,Gift Package - Fruit & Vegetable washing soap/pot holder/brush,"Gift set to offer or keep for yourself!,
,Being able to wash your fruits and vegetables will become an easy part of your kitchen routine with this essential soap.,
,Beautifully slipped into a pot holder with a soft brush.,
,Soap handmade in Canada.,
",https://massageboutik.com/en/shop-by-category-massage-boutik-products/876-ensemble-cadeau-savon-lave-fruits-legumesgant-a-fourbrosse.html,new,CAD$14.99,In Stock,https://massageboutik.com/3626-large_default/ensemble-cadeau-savon-lave-fruits-legumesgant-a-fourbrosse.jpg,,,"
						Aurélie Savonnerie artisanale
					"
Ma223,Heat Therapy Lotion,"Heat Therapy Lotion,
,CryoDerm® Heat warming products provide fast acting, deep penetrating pain relieving warmth for muscle sprains and strains, sore stiff muscles, bursitis and tendonitis, arthritis and joint pain.",https://massageboutik.com/en/shop-by-category-massage-boutik-products/899-cryoderm-heat-therapy-lotion.html,new,CAD$67.99,In Stock,https://massageboutik.com/3729-large_default/cryoderm-heat-therapy-lotion.jpg,,HGL16,"
						Cryoderm
					"
Ma224,TheraPure Face  Comfort Massage Cream,Buy TheraPure Face  Comfort Massage Cream from Massage Boutik,https://massageboutik.com/en/massage-products/723-therapure-face-massage-cream.html,new,CAD$21.00,In Stock,https://massageboutik.com/4036-large_default/therapure-face-massage-cream.jpg,,,"
						BioOrigin
					"
Ma225,Plant Oil Castor (Ricinus communis),"Plant Oil Castor (Ricinus communis),
,Castor oil is known for its uses for ages. Already, Cleopatra used it as a make-up remover.,
,With 86% ricinoleic acid, it produces remarkable results.",https://massageboutik.com/en/massage-oils/691-organic-castor-oil.html,new,CAD$14.72,In Stock,https://massageboutik.com/4488-large_default/organic-castor-oil.jpg,,,"
						Aliksir
					"
Ma226,Hot Stone Heater - 18 Liters,"Professional Stone Heater,
,This professional hot stone heater is designed specifically for heating massage stones.,
,Since it's a professional hot stone heater, it is also perfect to use in a full body spa treatments.,
",https://massageboutik.com/en/massage-stones/680-professional-stone-heater-18-quart.html,new,CAD$154.99,In Stock,https://massageboutik.com/2945-large_default/professional-stone-heater-18-quart.jpg,,RECHAUD18,
Ma227,Oakworks Wedge Cover,Cover to protect your Oakworks wedge in our best selling fabric,https://massageboutik.com/en/pillowcases-and-bolster-covers-for-massage/678-oakworks-wedge-cover.html,new,CAD$19.99,In Stock,https://massageboutik.com/2940-large_default/oakworks-wedge-cover.jpg,,AH777TTO-XXX,
Ma228,Roll-on dispenser glass bottle,"Amber glass Roll-On bottle  ,
,Handy applicator for fragrances and essential oils",https://massageboutik.com/en/bottles-pumps-and-belts/642-roll-on-dispenser-glass-bottle.html,new,CAD$4.99,In Stock,https://massageboutik.com/4490-large_default/roll-on-dispenser-glass-bottle.jpg,,BOUT RO 10,
Ma229,Sacred heart incense stick - 20 stick,"Boxe of 20 incenses sticks, Sacred heart fragrance.",https://massageboutik.com/en/incense/618-sacred-heart-incense-stick-20-stick.html,new,CAD$3.00,In Stock,https://massageboutik.com/2759-large_default/sacred-heart-incense-stick-20-stick.jpg,,ENCENS-SAC-22,
Ma230,3 Pieces White Curly Fleece Sheet Set,Quick drying and ultra soft sheet set.,https://massageboutik.com/en/massage-linen/658-3-pieces-white-curly-fleece-sheet-set.html,new,CAD$64.99,In Stock,https://massageboutik.com/2879-large_default/3-pieces-white-curly-fleece-sheet-set.jpg,,,"
						Allez Housses
					"
Ma231,DVD Deep Tissue Massage Back Vol. 1," Deep Tissue Massage and myofascial release,
,
,Techniques for the back,
",https://massageboutik.com/en/books-charts-and-reflexology/628-dvd-deep-tissue-massage-back-vol-1.html,new,CAD$39.99,In Stock,https://massageboutik.com/2778-large_default/dvd-deep-tissue-massage-back-vol-1.jpg,,DVD-DT,
Ma232,Comfort Blend Deep Heat - 72 packets,Buy Comfort Blend Deep Heat - 72 packets from Massage Boutik,https://massageboutik.com/en/massage-shells/500-comfort-blend-deep-heat-72-packets.html,new,CAD$119.99,In Stock,https://massageboutik.com/2544-large_default/comfort-blend-deep-heat-72-packets.jpg,,PSM-LC-DH36,"
						LavaShell
					"
Ma233,"Green Mandarin zest, Citrus reticulata","Modératrice du système nerveux central, sympaticolytique (diminue la sensibilité), relaxante, sédative, hypnotique légère+++, antispasmodique légère+, tonique digestive, eupeptique, cholagogue, antiseptique+, antifongique+.",https://massageboutik.com/en/ambience/270-green-mandarin-zest-citrus-reticulata.html,new,CAD$22.33,In Stock,https://massageboutik.com/632-large_default/green-mandarin-zest-citrus-reticulata.jpg,, ,"
						Aliksir
					"
Ma234,Flanel fitted sheet,"Fitted sheet made of 100% cotton flanel.,
,Proudly made in Quebec by Allez Housses!",https://massageboutik.com/en/massage-sheets-and-sheet-sets/594-flanel-fitted-sheet.html,new,CAD$20.99,In Stock,https://massageboutik.com/2669-large_default/flanel-fitted-sheet.jpg,,AH600EXXXX-FX,"
						Allez Housses
					"
